Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
The derivative of h in terms of x is represented as h prime.,281,\frac{\partial h}{\partial x} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f281.mp3,3,The rate of change of H with respect to X is represented as H',H'(X),
The derivative of f with respect to a is denoted as f prime.,282,\frac{\partial f}{\partial a} = f',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f282.mp3,3,The rate of change of F with respect to A is represented as F',F'(A),
The change in h over the change in b equals h prime.,283,\frac{\partial h}{\partial b} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f283.mp3,3,The rate of change of H with respect to B is represented as H',H' = \frac{dH}{dB},
The change in phi over the change in delta equals phi prime.,284,\frac{\partial \phi}{\partial \delta} = \phi',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f284.mp3,3,The rate of change of Φ with respect to Δ is represented as Φ',\Phi' = \frac{d\Phi}{d\Delta},
The derivative of h in terms of zeta is represented as h prime.,285,\frac{\partial h}{\partial \zeta} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f285.mp3,3,The rate of change of H with respect to zeta is represented as H',H' = \frac{dH}{d\zeta},
The derivative of g in terms of c is represented as g prime.,286,\frac{\partial g}{\partial c} = g',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f286.mp3,3,The rate of change of g with respect to c is represented as g',\frac{dg}{dc} = g',
The change in h over the change in x equals h prime.,287,\frac{\partial h}{\partial x} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f287.mp3,3,The rate of change of H with respect to X is represented as H',$$\frac{dH}{dX} = H'$$,
The rate of change of phi with respect to eta is represented as phi prime.,288,\frac{\partial \phi}{\partial \eta} = \phi',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f288.mp3,3,The rate of change of phi with respect to eta is represented as phi prime,\frac{d\phi}{d\eta} = \phi',
The derivative of f in terms of x is represented as f prime.,289,\frac{\partial f}{\partial x} = f',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f289.mp3,3,The rate of change of f with respect to x is represented as f',f'(x),
The derivative of g with respect to eta is denoted as g prime.,290,\frac{\partial g}{\partial \eta} = g',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f290.mp3,3,The rate of change of g with respect to ata is represented as g',\[\frac{dg}{d\text{ata}} = g'\],
The derivative of h in terms of alpha is represented as h prime.,291,\frac{\partial h}{\partial \alpha} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f291.mp3,3,The rate of change of H with respect to α is represented as H',H' = \frac{dH}{d\alpha},
The derivative of f with respect to delta is denoted as f prime.,292,\frac{\partial f}{\partial \delta} = f',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f292.mp3,3,The rate of change of F with respect to Δ is represented as F',F'=\frac{dF}{d\Delta},
The derivative of h in terms of alpha is represented as h prime.,293,\frac{\partial h}{\partial \alpha} = h',/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f293.mp3,3,The rate of change of H with respect to α is represented as H',\[ H' = \frac{dH}{d\alpha} \],
"Z one, Y two, all the way to A n, are in the set D.",294,"z_1, y_2,..., a_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f294.mp3,3,"z1, y2, all the way to An, are in the set","z_1, y_2, \ldots, A_n \in \mathbb{S}",
"B one, eta two, all the way to B n, are in the set of complex numbers.",295,"b_1, \eta_2,..., b_n \in \mathbb{C}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f295.mp3,3,"b1, a2, all the way to bn, are in the set","b_{1}, a_{2}, \ldots, a_{n} \in \mathbb{N}",
"The elements X one, X two, and so forth, up to Y N, are all in the set B.",296,"x_1, x_2,..., y_n \in \mathbb{B}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f296.mp3,3,"x1, x2, all the way to yn, are in the set","\[ x_{1}, x_{2}, \ldots, x_{n} \in \mathbb{N} \]",
"A one, X two, and so on until eta n, are in the set D.",297,"a_1, x_2,..., \eta_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f297.mp3,3,"A1, X2, all the way to A to N, are in the set.","\[ A_1, X_2, \ldots, A_N \in \text{Set} \]",
"Alpha one, delta two, all the way to eta n, are in the set Y.",298,"\alpha_1, \delta_2,..., \eta_n \in \mathbb{Y}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f298.mp3,3,"α1, δ2, all the way to a to n, are in the set","\alpha_1, \delta_2, \ldots, a_n \in A",
"B one, eta two, and so on until B n, are in the domain D.",299,"b_1, \eta_2,..., b_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f299.mp3,3,"b1, 8a2, all the way to bn, are in the set","b_1, 8a_2, \ldots, b_n \in \mathbb{R}",
"B one, eta two, all the way to alpha n, are in the set Y.",300,"b_1, \eta_2,..., \alpha_n \in \mathbb{Y}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f300.mp3,3,"b1, eta2, all the way to αn, are in the set","\alpha_1, \eta_2, \ldots, \alpha_n \in A",
"Alpha one, x two, through a n, are all in the set Y.",301,"\alpha_1, x_2,..., a_n \in \mathbb{Y}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f301.mp3,3,"α1, x2, all the way to An, are in the set","\alpha_{1}, x_{2}, \ldots, A_{n} \in \text{Set}",
"A one, C two, all the way to alpha n, are in the set Y.",302,"a_1, c_2,..., \alpha_n \in \mathbb{Y}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f302.mp3,3,"A1, C2, all the way to αN, are in the set","\alpha_1, \alpha_2, \ldots, \alpha_N \in \mathbb{C}",
"B one, Z two, all the way to A n, are in the set Y.",303,"b_1, z_2,..., a_n \in \mathbb{Y}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f303.mp3,3,"b1, z2, all the way to an, are in the set","\begin{equation}
b_{1}, z_{2}, \ldots, a_{n} \in \mathbb{S}
\end{equation}",
"Eta one, beta two, all the way to z n, are in the set D.",304,"\eta_1, \beta_2,..., z_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f304.mp3,3,"8a1, β2, all the way to Xen, are in the set","a_1, \beta_2, \ldots, X_{en} \in \{ \}",
"B one, B two, all the way to Beta n, are in the set B.",305,"b_1, b_2,..., \beta_n \in \mathbb{B}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f305.mp3,3,"b1, b2, all the way to βn, are in the set","\beta_1, \beta_2, \ldots, \beta_n \in \mathbb{R}",
"B one, delta two, all the way to gamma n, are in the set of complex numbers.",306,"b_1, \delta_2,..., \gamma_n \in \mathbb{C}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f306.mp3,3,"b1, delta2, all the way to γn, are in the set","b_1, \delta_2, \ldots, \gamma_n \in \mathbb{R}",
"Z one, beta two, all the way to delta n, are in the complex number set.",307,"z_1, \beta_2,..., \delta_n \in \mathbb{C}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f307.mp3,3,"z1, β2, all the way to δn, are in the set","\zeta_{1}, \beta_{2}, \ldots, \delta_{n} \text{ are in the set }",
"A one, Z two, all the way to gamma n, are in the set D.",308,"a_1, z_2,..., \gamma_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f308.mp3,3,"A1, Z2, all the way to γn, are in the set","A_1, Z_2, \ldots , \gamma_n \in \text{set}",
"Z one, Y two, all the way to Zeta n are in the complex number domain.",309,"z_1, y_2,..., \zeta_n \in \mathbb{C}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f309.mp3,3,"z1, y2, all the way to zeta n, are in the set","z_1, z_2, \ldots, z_n \in \mathbb{Z}",
"Epsilon one, c two, and so on up to c n are in the set D.",310,"\epsilon_1, c_2,..., c_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f310.mp3,3,"Epsilon 1, C2, all the way to Cn, are in the set","$\varepsilon 1, C2, \ldots, Cn \in$",
"Epsilon one, zeta two, all the way to a n, are in the set D.",311,"\epsilon_1, \zeta_2,..., a_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f311.mp3,3,"ε1, ζ2, all the way to An, are in the set","\epsilon_{1}, \zeta_{2}, \ldots, A_{n} \in \{ \}",
"Alpha one, b two, all the way to alpha n, are in the set X.",312,"\alpha_1, b_2,..., \alpha_n \in \mathbb{X}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f312.mp3,3,"α1, v2, all the way to αn, are in the set","\alpha_{1}, v_{2}, \ldots, \alpha_{n} \in \text{set}",
"Eta one, b two, all the way to gamma n, are in the set D.",313,"\eta_1, b_2,..., \gamma_n \in \mathbb{D}",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f313.mp3,3,"8a1, b2, all the way to γn, are in the set","8a_1, b_2, \ldots, \gamma_n \in \mathbb{N}",
The log of c to the base 323.19 is 807.,314,\log_{323.19} c = 807,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f314.mp3,3,"The log of C to the base, base, is 807.",$\log_{\text{base}} C = 807$,
The log of x to the base forty-two point sixty-three is three hundred sixty-four.,315,\log_{42.63} x = 364,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f315.mp3,3,"The log of x to the base, base, is 364.",\log_{\text{base}}(x) = 364,
Zeta log base thirty-three point zero nine equals six hundred eighty-three.,316,\log_{33.09} \zeta = 683,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f316.mp3,3,"The log of zeta to the base, base, is 683.",$\log_{base}(\zeta) = 683$,
The log of y to the base of two hundred thirty-four point five five is one hundred ninety-one.,317,\log_{234.55} y = 191,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f317.mp3,3,"The log of Y to the base, base, is 191.",$\log_{\text{base}}(Y) = 191$,
The log of b to the base 416.75 is 3344.,318,\log_{416.75} b = 3344,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f318.mp3,3,"The log of B to the base, base, is 328.",\log_{\text{base}} B = 328,
The log of c to the base 353.47 is 665.,319,\log_{353.47} c = 665,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f319.mp3,3,"The log of C to the base, base, is 665.",\log_{\text{base}} C = 665,
Alpha is the antilogarithm of 32 to the base 481.,320,\log_{481.00} \alpha = 32,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f320.mp3,3,"The log of α to the base, base, is 32",\log_{\text{base}} \alpha = 32,
The log of b to the base 41.28 is 302.,321,\log_{41.28} b = 302,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f321.mp3,3,"The log of B to the base, base, is 302",\log_{\text{base}} B = 302,
"The log of a, with a base of two hundred fifty-three point fifty-nine, equals three hundred seven.",322,\log_{253.59} a = 307,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f322.mp3,3,"The log of a to the base, base, is 307",\log_{\text{base}}(a) = 307,
The log of x to the base 267.85 is 576.,323,\log_{267.85} x = 576,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f323.mp3,3,"The log of x to the base, base, is 576.",\log_{\text{base}}(x)=576,
The log of x to the base one seventy-five point one is six fifty-five.,324,\log_{175.10} x = 655,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f324.mp3,3,"The log of x to the base, base, is 655.",\log_{\text{base}}{x} = 655,
Epsilon log base seven point two four equals one hundred eighty-seven.,325,\log_{7.24} \epsilon = 187,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f325.mp3,3,"The log of ε to the base, base, is 187.",\log_{base}(\varepsilon) = 187,
The log of a to the base of three hundred fifty-one point nine six is three hundred sixty.,326,\log_{351.96} a = 360,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f326.mp3,3,"The log of a to the base, base, is 324",\log_{base} a = 324,
The log of 'a' to the base fifty-six point sixty-nine is three hundred forty-seven.,327,\log_{56.69} a = 347,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f327.mp3,3,"The log of a to the base, base, is 347",\log_{\text{base}} a = 347,
The logarithm to the base 345.99 of epsilon is 464.,328,\log_{345.99} \epsilon = 464,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f328.mp3,3,"The log of ε to the base, base, is 464.",$\log_{\text{base}} (\varepsilon) = 464$,
Epsilon log base ninety-one point one zero equals six hundred ninety-eight.,329,\log_{91.10} \epsilon = 698,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f329.mp3,3,"The log of ε to the base, base, is 698.",\log_{\text{base}}(\epsilon) = 698,
The log of x to the base of one hundred forty-eight point six six equals three hundred and fifty.,330,\log_{148.66} x = 350,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f330.mp3,3,"The log of x to the base, base, is 350.",\log_{\text{base}} x = 350,
Eta log base 403.88 equals 903.,331,\log_{403.88} \eta = 903,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f331.mp3,3,"The log of EDA to the base, base, is 903",\log_{\text{base}}(\text{EDA}) = 903,
The log of c to the base sixty-seven point eight one is one hundred and eighty.,332,\log_{67.81} c = 180,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f332.mp3,3,"The log of C to the base, base, is 180.",\log_{\text{{base}}} C = 180,
"Y is the number which, when 391.44 is raised to the power of, gives 682.",333,\log_{391.44} y = 682,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f333.mp3,3,The log of y to the base-base is 682.,\log_{\text{base}} y = 682,
The joint probability of event A and B is the multiplication of the individual probabilities of event A and event B.,334,P({event}_A \cap {event}_B) = P({event}_A)P({event}_B),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f334.mp3,3,The joint probability of event A and B is the multiplication of the individual probabilities of event A and event B.,P(A \cap B) = P(A) \times P(B),
The combination of N items taken K at a time is equal to N factorial over K factorial times N minus K factorial.,335,\binom{n}{k} = \frac{n!}{k!(n-k)!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f335.mp3,3,The combination of n items taken k at a time is equal to n factorial over k factorial times n minus k factorial.,"\[
\binom{n}{k} = \frac{n!}{k! \times (n-k)!}
\]",
"The norm of vector zeta is the square root of the sum of zeta one squared, gamma two squared, all the way to delta n squared.",336,||\vec{\zeta}|| = \sqrt{\zeta_1^2 + \gamma_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f336.mp3,3,The norm of vector zeta is the square root of the sum of zeta 1 squared gamma 2 squared all the way to delta n squared,\| \zeta \| = \sqrt{\sum_{i=1}^{n} \zeta_i^2 \gamma_i^2 \ldots \delta_n^2},
"The norm of vector c is the square root of the sum of y one squared, eta two squared, all the way to delta n squared.",337,||\vec{c}|| = \sqrt{y_1^2 + \eta_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f337.mp3,3,The norm of vector c is the square root of the sum of y1 squared eta2 squared all the way to delta n squared,\|c\| = \sqrt{y_{1}^{2} + \eta_{2}^{2} + \ldots + \delta_{n}^{2}},
"The norm of vector c is the square root of the sum of epsilon one squared, c two squared, all the way to delta n squared.",338,||\vec{c}|| = \sqrt{\epsilon_1^2 + c_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f338.mp3,3,The norm of vector c is the square root of the sum of ε1 squared c2 squared all the way to Δn squared,\|c\| = \sqrt{\sum_{i=1}^{n} \varepsilon_{i}^{2}c_{i}^{2}},
"The norm of vector alpha is the square root of the sum of a one squared, epsilon two squared, all the way to delta n squared.",339,||\vec{\alpha}|| = \sqrt{a_1^2 + \epsilon_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f339.mp3,3,The norm of vector α is the square root of the sum of a 1 squared ε2 squared all the way to Δn squared,\| \boldsymbol{\alpha} \| = \sqrt{a_1^2 + \varepsilon_2^2 + \ldots + \Delta_n^2},
"The norm of vector zeta is the square root of the sum of y one squared, eta two squared, all the way to delta n squared.",340,||\vec{\zeta}|| = \sqrt{y_1^2 + \eta_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f340.mp3,3,The norm of vector zeta is the square root of the sum of y1 squared eta2 squared all the way to delta n squared,\|\zeta\| = \sqrt{y_1^2 + \eta_2^2 + \ldots + \delta_n^2},
"The norm of vector a is the square root of the sum of z one squared, z two squared, all the way to delta n squared.",341,||\vec{a}|| = \sqrt{z_1^2 + z_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f341.mp3,3,The norm of vector a is the square root of the sum of z1 squared z2 squared. All the way to delta n squared.,\| \mathbf{a} \| = \sqrt{z_{1}^{2} + z_{2}^{2} + \ldots + \delta_{n}^{2}},
"The norm of vector a is the square root of the sum of beta one squared, a two squared, all the way to delta n squared.",342,||\vec{a}|| = \sqrt{\beta_1^2 + a_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f342.mp3,3,The norm of vector A is the square root of the sum of beta 1 squared. A 2 squared. All the way to delta n squared.,\| \mathbf{A}\| = \sqrt{\beta_1^2 + \beta_2^2 + \ldots + \delta_n^2},
"The norm of vector y is the square root of the sum of delta one squared, c two squared, all the way to delta n squared.",343,||\vec{y}|| = \sqrt{\delta_1^2 + c_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f343.mp3,3,The norm of vector y is the square root of the sum of delta 1 squared c 2 squared all the way to delta n squared,\| \mathbf{y} \| = \sqrt{\sum_{i=1}^{n} \delta_i^2},
"The norm of vector b is the square root of the sum of b one squared, x two squared, all the way to delta n squared.",344,||\vec{b}|| = \sqrt{b_1^2 + x_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f344.mp3,3,The norm of vector B is the square root of the sum of B1 squared x2 squared all the way to delta n squared,\|\mathbf{B}\| = \sqrt{B_1^2 + B_2^2 + \cdots + B_n^2},
"The norm of vector zeta is the square root of the sum of zeta one squared, x two squared, all the way to delta n squared.",345,||\vec{\zeta}|| = \sqrt{\zeta_1^2 + x_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f345.mp3,3,The norm of vector zeta is the square root of the sum of zeta 1 squared x2 squared all the way to delta n squared,\| \boldsymbol{\zeta} \| = \sqrt{\sum_{i=1}^{n} \zeta_i^2},
"The norm of vector z is the square root of the sum of eta one squared, b two squared, all the way to delta n squared.",346,||\vec{z}|| = \sqrt{\eta_1^2 + b_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f346.mp3,3,The norm of vector z is the square root of the sum of eta 1 squared b 2 squared all the way to delta n squared,\left\lVert \mathbf{z} \right\rVert = \sqrt{{\eta_1}^2 + {\beta_2}^2 + \ldots + {\delta_n}^2},
"The norm of vector c is the square root of the sum of z one squared, z two squared, all the way to delta n squared.",347,||\vec{c}|| = \sqrt{z_1^2 + z_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f347.mp3,3,The norm of vector c is the square root of the sum of z1 squared z2 squared all the way to delta n squared,\| \mathbf{c} \| = \sqrt{z_1^2 + z_2^2 + \cdots + \delta_n^2},
"The norm of vector b is the square root of the sum of z one squared, a two squared, all the way to delta n squared.",348,||\vec{b}|| = \sqrt{z_1^2 + a_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f348.mp3,3,"The norm of vector B is the square root of the sum of z1 squared, a 2 squared, all the way to delta n squared.",\lVert \vec{B} \rVert = \sqrt{z_{1}^{2} + a_{2}^{2} + \dots + \delta_{n}^{2}},
"The norm of vector zeta is the square root of the sum of a one squared, gamma two squared, all the way to delta n squared.",349,||\vec{\zeta}|| = \sqrt{a_1^2 + \gamma_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f349.mp3,3,The norm of vector zeta is the square root of the sum of a 1 squared gamma 2 squared all the way to delta n squared,\| \zeta \| = \sqrt{a_1^2 + \gamma_2^2 + \ldots + \delta_n^2},
"The norm of vector y is the square root of the sum of x one squared, z two squared, all the way to delta n squared.",350,||\vec{y}|| = \sqrt{x_1^2 + z_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f350.mp3,3,The norm of vector y is the square root of the sum of x1 squared z2 squared. All the way to delta n squared.,\| \mathbf{y} \| = \sqrt{x_1^2 + z_2^2 + \dots + \delta_n^2},
"The norm of vector alpha is the square root of the sum of alpha one squared, zeta two squared, all the way to delta n squared.",351,||\vec{\alpha}|| = \sqrt{\alpha_1^2 + \zeta_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f351.mp3,3,The norm of vector α is the square root of the sum of α1 squared zeta 2 squared all the way to delta n squared,\| \alpha \| = \sqrt{\alpha_{1}^{2} + \zeta_{2}^{2} + \ldots + \delta_{n}^{2}},
"The norm of vector x is the square root of the sum of x one squared, x two squared, all the way to delta n squared.",352,||\vec{x}|| = \sqrt{x_1^2 + x_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f352.mp3,3,The norm of vector x is the square root of the sum of x1 squared x2 squared all the way to delta n squared,\|x\| = \sqrt{x_{1}^{2} + x_{2}^{2} + \cdots + x_{n}^{2}},
"The norm of vector c is the square root of the sum of z one squared, x two squared, all the way to delta n squared.",353,||\vec{c}|| = \sqrt{z_1^2 + x_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f353.mp3,3,The norm of vector c is the square root of the sum of z1 squared x2 squared all the way to delta n squared,\| \textbf{c} \| = \sqrt{z_1^2 + x_2^2 + \ldots + \delta_n^2},
"The norm of vector b is the square root of the sum of gamma one squared, gamma two squared, all the way to delta n squared.",354,||\vec{b}|| = \sqrt{\gamma_1^2 + \gamma_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f354.mp3,3,The norm of vector b is the square root of the sum of gamma 1 squared. Gamma 2 squared. All the way to delta n squared.,$||\textbf{b}|| = \sqrt{\gamma_1^2 + \gamma_2^2 + \ldots + \delta_n^2}$,
"The norm of vector epsilon is the square root of the sum of z one squared, beta two squared, all the way to delta n squared.",355,||\vec{\epsilon}|| = \sqrt{z_1^2 + \beta_2^2 + \cdots + \delta_n^2},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f355.mp3,3,The norm of vector ε is the square root of the sum of z1 squared beta 2 squared all the way to delta n squared,\|\epsilon\| = \sqrt{\sum_{i=1}^{n} z_{i}^{2}\beta_{2}^{2} + \cdots + \delta_{n}^{2}},
Zeta under the inverse function of psi.,356,\psi^{-1}(\zeta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f356.mp3,3,zeta under the inverse function of psi.,\zeta = \psi^{-1},
Epsilon under the inverse function of f.,357,f^{-1}(\epsilon),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f357.mp3,3,ε under the inverse function of f,\epsilon_{f^{-1}},
A under the inverse function of omega.,358,\omega^{-1}(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f358.mp3,3,of under the inverse function of omega.,\[\omega^{-1}\],
Delta under the inverse function of g.,359,g^{-1}(\delta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f359.mp3,3,Δ under the inverse function of g,\Delta_{(g^{-1})},
B under the inverse function of h.,360,h^{-1}(b),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f360.mp3,3,v under the inverse function of h,$h^{-1}(v)$,
Z under the inverse function of phi.,361,\phi^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f361.mp3,3,z under the inverse function of phi,\Phi^{-1}(z),
Z under the inverse function of g.,362,g^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f362.mp3,3,z under the inverse function of g.,$$g^{-1}(z)$$,
Delta under the inverse function of f.,363,f^{-1}(\delta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f363.mp3,3,Δ under the inverse function of f,\Delta_{(f^{-1})},
Eta under the inverse function of omega.,364,\omega^{-1}(\eta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f364.mp3,3,eta under the inverse function of Ω,\eta = (\Omega^{-1})^{-1},
Beta under the inverse function of g.,365,g^{-1}(\beta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f365.mp3,3,beta under the inverse function of G.,\beta = (G^{-1})^{-1},
X under the inverse function of phi.,366,\phi^{-1}(x),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f366.mp3,3,x under the inverse function of Φ,$x = \Phi^{-1}$,
Z under the inverse function of h.,367,h^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f367.mp3,3,z under the inverse function of h,\(z = h^{-1}(y)\),
A under the inverse function of f.,368,f^{-1}(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f368.mp3,3,of under the inverse function of f,f^{-1},
C under the inverse function of f.,369,f^{-1}(c),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f369.mp3,3,C under the inverse function of f,\[ f^{-1}(C) \],
Z under the inverse function of h.,370,h^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f370.mp3,3,z under the inverse function of h,"\[
z = h^{-1}(x)
\]",
X under the inverse function of f.,371,f^{-1}(x),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f371.mp3,3,X under the inverse function of f,$f^{-1}(X)$,
X under the inverse function of h.,372,h^{-1}(x),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f372.mp3,3,x under the inverse function of h,$h^{-1}(x)$,
