Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
"The transposed vector containing elements epsilon one, x two, all the way to x n.",522,"[\epsilon_1, x_2, \ldots, x_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f522.mp3,3,"The transposed vector containing elements ε1, x2, all the way to xn."
"The transposed vector containing elements eta one, beta two, all the way to c n.",523,"[\eta_1, \beta_2, \ldots, c_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f523.mp3,3,"The transposed vector containing elements eta1, beta2, all the way to Cn."
"The transposed vector containing elements zeta one, x two, all the way to delta n.",524,"[\zeta_1, x_2, \ldots, \delta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f524.mp3,3,"The transposed vector containing elements θ1, x2, all the way to Δn."
"The transposed vector containing elements zeta one, z two, all the way to gamma n.",525,"[\zeta_1, z_2, \ldots, \gamma_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f525.mp3,3,"The transposed vector containing elements θ1, z2, all the way to γn."
"The transposed vector containing elements y one, zeta two, all the way to alpha n.",526,"[y_1, \zeta_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f526.mp3,3,"The transposed vector containing elements y1, zeta2, all the way to alpha n."
"The transposed vector containing elements a one, beta two, all the way to eta n.",527,"[a_1, \beta_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f527.mp3,3,"The transposed vector containing elements a1, beta2, all the way to a to n."
"The transposed vector containing elements c one, c two, all the way to alpha n.",528,"[c_1, c_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f528.mp3,3,"The transposed vector containing elements C1, C2, all the way to αn."
"The transposed vector containing elements alpha one, a two, all the way to beta n.",529,"[\alpha_1, a_2, \ldots, \beta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f529.mp3,3,"The transposed vector containing elements α1, α2, all the way to βn."
"The transposed vector containing elements alpha one, zeta two, all the way to zeta n.",530,"[\alpha_1, \zeta_2, \ldots, \zeta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f530.mp3,3,"The transposed vector containing elements α1, ζ2, all the way to ζn."
"The transposed vector containing elements x one, a two, all the way to eta n.",531,"[x_1, a_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f531.mp3,3,"The transposed vector containing elements x1, a2, all the way to a to n."
"The transposed vector containing elements epsilon one, y two, all the way to z n.",532,"[\epsilon_1, y_2, \ldots, z_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f532.mp3,3,"The transposed vector containing elements ε1, y2, all the way to zn."
"The transposed vector containing elements x one, delta two, all the way to epsilon n.",533,"[x_1, \delta_2, \ldots, \epsilon_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f533.mp3,3,"The transposed vector containing elements x1, delta2, all the way to εn."
"The transposed vector containing elements beta one, beta two, all the way to b n.",534,"[\beta_1, \beta_2, \ldots, b_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f534.mp3,3,"The transposed vector containing elements β1, β2, all the way to bn."
"The transposed vector containing elements b one, y two, all the way to eta n.",535,"[b_1, y_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f535.mp3,3,"The transposed vector containing elements B1, Y2, all the way to A to N"
"The transposed vector containing elements c one, y two, all the way to x n.",536,"[c_1, y_2, \ldots, x_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f536.mp3,3,"The transposed vector containing elements C1, Y2, all the way to Xn."
"The transposed vector containing elements x one, b two, all the way to beta n.",537,"[x_1, b_2, \ldots, \beta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f537.mp3,3,"The transposed vector containing elements x1, v2, all the way to beta n."
"The transposed vector containing elements delta one, alpha two, all the way to alpha n.",538,"[\delta_1, \alpha_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f538.mp3,3,"The transposed vector containing elements δ1, α2, all the way to αn"
The highest common factor of 427 and 456 is 854.,539,"\gcd(4177, 456) = 854",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f539.mp3,3,The highest common factor of 427 and 456 is 854.
The highest common factor of 600 and 128 is 991.,540,"\gcd(600, 1662) = 991",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f540.mp3,3,The highest common factor of 600 and 128 is 991.
The highest common factor of 166 and 617 is 559.,541,"\gcd(166, 617) = 559",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f541.mp3,3,The highest common factor of 166 and 617 is 559.
The highest common factor of 499 and 635 is 489.,542,"\gcd(499, 635) = 489",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f542.mp3,3,The highest common factor of 499 and 635 is 489.
The highest common factor of 101 and 542 is 800.,543,"\gcd(101, 542) = 800",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f543.mp3,3,The highest common factor of 101 and 542 is 800.
The highest common factor of 914 and 223 is 593.,544,"\gcd(914, 223) = 593",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f544.mp3,3,The highest common factor of 914 and 223 is 593
The highest common factor of 519 and 767 is 722.,545,"\gcd(519, 767) = 722",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f545.mp3,3,The highest common factor of 519 and 767 is 722
The highest common factor of 562 and 354 is 476.,546,"\gcd(562, 354) = 476",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f546.mp3,3,The highest common factor of 562 and 354 is 476.
The highest common factor of 350 and 409 is 136.,547,"\gcd(350, 409) = 136",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f547.mp3,3,The highest common factor of 350 and 409 is 136.
The highest common factor of 626 and 761 is 528.,548,"\gcd(6424, 761) = 5477",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f548.mp3,3,The highest common factor of 626 and 761 is 528.
The highest common factor of 867 and 101 is 584.,549,"\gcd(867, 101) = 584",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f549.mp3,3,The highest common factor of 867 and 101 is 584
The highest common factor of 499 and 250 is 525.,550,"\gcd(499, 5250) = 525",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f550.mp3,3,The highest common factor of 499 and 250 is 525.
The highest common factor of 391 and 827 is 493.,551,"\gcd(391, 8535) = 493",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f551.mp3,3,The highest common factor of 391 and 827 is 493.
The highest common factor of 634 and 611 is 226.,552,"\gcd(634, 611) = 2353",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f552.mp3,3,The highest common factor of 634 and 611 is 226.
The highest common factor of 829 and 956 is 703.,553,"\gcd(829, 956) = 703",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f553.mp3,3,The highest common factor of 829 and 956 is 703.
The highest common factor of 6 and 687 is 250.,554,"\gcd(6, 687) = 250",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f554.mp3,3,The highest common factor of 6 and 687 is 250.
The highest common factor of 614 and 940 is 88.,555,"\gcd(614, 940) = 88",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f555.mp3,3,The highest common factor of 614 and 940 is 88.
The highest common factor of 500 and 168 is 170.,556,"\gcd(500, 168) = 170",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f556.mp3,3,The highest common factor of 500 and 168 is 170.
The highest common factor of 416 and 259 is 552.,557,"\gcd(416, 5529) = 552",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f557.mp3,3,The highest common factor of 416 and 259 is 552.
The highest common factor of 39 and 358 is 907.,558,"\gcd(39, 358) = 907",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f558.mp3,3,The highest common factor of 39 in 358 is 907.
The smallest multiple that 23 and 24 share is 25.,559,"\text{{LCM}}(861, 6959) = 959",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f559.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,560,"\text{{LCM}}(956, 45) = 657",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f560.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,561,"\text{{LCM}}(17, 777) = 844",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f561.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,562,"\text{{LCM}}(910, 5735) = 735",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f562.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,563,"\text{{LCM}}(161, 974) = 245",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f563.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,564,"\text{{LCM}}(39, 919) = 2464",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f564.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,565,"\text{{LCM}}(793, 832) = 216",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f565.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,566,"\text{{LCM}}(57, 904) = 312",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f566.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,567,"\text{{LCM}}(582, 967) = 678",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f567.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,568,"\text{{LCM}}(131, 583) = 743",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f568.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,569,"\text{{LCM}}(743, 348) = 671",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f569.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,570,"\text{{LCM}}(385, 758) = 977",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f570.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,571,"\text{{LCM}}(380, 290) = 332",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f571.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,572,"\text{{LCM}}(75, 316) = 796",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f572.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,573,"\text{{LCM}}(671, 710) = 565",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f573.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,574,"\text{{LCM}}(6189, 605) = 8498",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f574.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,575,"\text{{LCM}}(3851, 61) = 385",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f575.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,576,"\text{{LCM}}(604, 855) = 986",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f576.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,577,"\text{{LCM}}(103, 309) = 832",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f577.mp3,3,The smallest multiple that 23 and 24 share is 25
The smallest multiple that 23 and 24 share is 25.,578,"\text{{LCM}}(519, 930) = 408",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f578.mp3,3,The smallest multiple that 23 and 24 share is 25
C belonging to the complex numbers.,579,\mathbb{C},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f579.mp3,3,"An assembly of certain elements, denoted as a set"
The set of all vectors that D maps to zero.,580,\ker(D),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f580.mp3,3,We're looking at the kernel of this matrix.
Imaginary value of A.,581,\text{{Im}}(A),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f581.mp3,3,imaginary values of the matrix
Epsilon is the sum of y and i multiplied by alpha.,582, \epsilon = y + i \alpha,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f582.mp3,3,ε is the sum of y and I multiplied by α.
X is the sum of a and i multiplied by x.,583, x = a + i x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f583.mp3,3,X is the sum of a and I multiplied by X.
Delta is the sum of delta and i multiplied by eta.,584, \delta = \delta + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f584.mp3,3,Delta is the sum of delta and I multiplied by eta.
Z is the sum of c and i multiplied by y.,585, z = c + i y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f585.mp3,3,z is the sum of c and I multiplied by y.
Z is the sum of delta and i multiplied by z.,586, z = \delta + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f586.mp3,3,z is the sum of delta and I multiplied by z.
Delta is the sum of gamma and i multiplied by gamma.,587, \delta = \gamma + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f587.mp3,3,Δ is the sum of γ and I multiplied by γ.
Alpha is the sum of alpha and i multiplied by b.,588, \alpha = \alpha + i b,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f588.mp3,3,α is the sum of α and I multiplied by b.
Epsilon is the sum of x and i multiplied by a.,589, \epsilon = x + i a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f589.mp3,3,ε is the sum of x and I multiplied by a
Y is the sum of beta and i multiplied by gamma.,590, y = \beta + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f590.mp3,3,Why is the sum of beta and I multiplied by gamma?
Z is the sum of x and i multiplied by z.,591, z = x + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f591.mp3,3,z is the sum of x and I multiplied by z.
Alpha is the sum of eta and i multiplied by z.,592, \alpha = \eta + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f592.mp3,3,alpha is the sum of eta and I multiplied by z.
Epsilon is the sum of beta and i multiplied by alpha.,593, \epsilon = \beta + i \alpha,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f593.mp3,3,ε is the sum of β and I multiplied by α.
Delta is the sum of b and i multiplied by epsilon.,594, \delta = b + i \epsilon,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f594.mp3,3,Δ is the sum of B and I multiplied by ε.
Delta is the sum of y and i multiplied by y.,595, \delta = y + i y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f595.mp3,3,Delta is the sum of y and I multiplied by y.
Delta is the sum of zeta and i multiplied by eta.,596, \delta = \zeta + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f596.mp3,3,Δ is the sum of ζ and I multiplied by η.
Y is the sum of a and i multiplied by a.,597, y = a + i a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f597.mp3,3,Why is the sum of a and i multiplied by a?
Delta is the sum of y and i multiplied by delta.,598, \delta = y + i \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f598.mp3,3,Delta is the sum of y and I multiplied by delta.
A is the sum of z and i multiplied by eta.,599, a = z + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f599.mp3,3,A is the sum of z and I multiplied by eta.
Epsilon is the sum of alpha and i multiplied by c.,600, \epsilon = \alpha + i c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f600.mp3,3,ε is the sum of α and I multiplied by c
X is the sum of z and i multiplied by gamma.,601, x = z + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f601.mp3,3,x is the sum of z and I multiplied by gamma.
Psi evaluated at b is asymptotically bounded by psi evaluated at alpha.,602,\psi(b) = O(\psi(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f602.mp3,3,Psi evaluated at B is asymptotically bounded by Psi evaluated at alpha
Phi evaluated at epsilon is asymptotically bounded by phi evaluated at epsilon.,603,\phi(\epsilon) = O(\phi(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f603.mp3,3,Phi evaluated at ε is asymptotically bounded by phi evaluated at ε.
Phi evaluated at epsilon is asymptotically bounded by h evaluated at epsilon.,604,\phi(\epsilon) = O(h(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f604.mp3,3,Φ evaluated at ε is asymptotically bounded by H evaluated at ε.
H evaluated at zeta is asymptotically bounded by psi evaluated at x.,605,h(\zeta) = O(\psi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f605.mp3,3,H evaluated at zeta is asymptotically bounded by psi evaluated at x.
G evaluated at eta is asymptotically bounded by phi evaluated at eta.,606,g(\eta) = O(\phi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f606.mp3,3,G evaluated at eta is asymptotically bounded by phi evaluated at eta.
Psi evaluated at a is asymptotically bounded by psi evaluated at eta.,607,\psi(a) = O(\psi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f607.mp3,3,Psi evaluated at A is asymptotically bounded by Psi evaluated at Ata
F evaluated at c is asymptotically bounded by psi evaluated at beta.,608,f(c) = O(\psi(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f608.mp3,3,f evaluated at c is asymptotically bounded by psi evaluated at beta
F evaluated at z is asymptotically bounded by g evaluated at a.,609,f(z) = O(g(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f609.mp3,3,f evaluated at z is asymptotically bounded by g evaluated at a
G evaluated at eta is asymptotically bounded by g evaluated at eta.,610,g(\eta) = O(g(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f610.mp3,3,G evaluated at eta is asymptotically bounded by G evaluated at eta.
H evaluated at c is asymptotically bounded by phi evaluated at zeta.,611,h(c) = O(\phi(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f611.mp3,3,H evaluated at C is asymptotically bounded by phi evaluated at zeta
Phi evaluated at delta is asymptotically bounded by h evaluated at alpha.,612,\phi(\delta) = O(h(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f612.mp3,3,Φ evaluated at Δ is asymptotically bounded by H evaluated at α.
G evaluated at alpha is asymptotically bounded by psi evaluated at alpha.,613,g(\alpha) = O(\psi(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f613.mp3,3,G evaluated at α is asymptotically bounded by psi evaluated at α.
Phi evaluated at epsilon is asymptotically bounded by h evaluated at c.,614,\phi(\epsilon) = O(h(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f614.mp3,3,Φ evaluated at ε is asymptotically bounded by H evaluated at c
F evaluated at delta is asymptotically bounded by g evaluated at b.,615,f(\delta) = O(g(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f615.mp3,3,f evaluated at Δ is asymptotically bounded by g evaluated at b
H evaluated at alpha is asymptotically bounded by g evaluated at c.,616,h(\alpha) = O(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f616.mp3,3,H evaluated at α is asymptotically bounded by G evaluated at C
Psi evaluated at z is asymptotically bounded by psi evaluated at z.,617,\psi(z) = O(\psi(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f617.mp3,3,Psi evaluated at z is asymptotically bounded by psi evaluated at z
G evaluated at delta is asymptotically bounded by psi evaluated at y.,618,g(\delta) = O(\psi(y)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f618.mp3,3,G evaluated at Δ is asymptotically bounded by Ψ evaluated at y
G evaluated at z is asymptotically bounded by g evaluated at alpha.,619,g(z) = O(g(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f619.mp3,3,G evaluated at z is asymptotically bounded by G evaluated at alpha.
Phi evaluated at zeta is asymptotically bounded by psi evaluated at beta.,620,\phi(\zeta) = O(\psi(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f620.mp3,3,Φ evaluated at zeta is asymptotically bounded by Ψ evaluated at β.
G evaluated at alpha is asymptotically bounded by psi evaluated at zeta.,621,g(\alpha) = O(\psi(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f621.mp3,3,G evaluated at α is asymptotically bounded by psi evaluated at ζ.
Phi evaluated at alpha is the little-o notation of g evaluated at x.,622,\phi(\alpha) = o(g(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f622.mp3,3,Phi evaluated at alpha is the little o notation of g evaluated at x.
F evaluated at b is the little-o notation of f evaluated at c.,623,f(b) = o(f(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f623.mp3,3,f evaluated at B is the little o notation of f evaluated at C
H evaluated at eta is the little-o notation of h evaluated at c.,624,h(\eta) = o(h(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f624.mp3,3,H evaluated at eta is the little o notation of H evaluated at C.
F evaluated at b is the little-o notation of psi evaluated at c.,625,f(b) = o(\psi(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f625.mp3,3,f evaluated at b is the little o notation of psi evaluated at c
H evaluated at a is the little-o notation of g evaluated at z.,626,h(a) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f626.mp3,3,H evaluated at A is the little o notation of G evaluated at Z.
G evaluated at x is the little-o notation of g evaluated at a.,627,g(x) = o(g(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f627.mp3,3,G evaluated at x is the little o notation of G evaluated at a
Phi evaluated at c is the little-o notation of g evaluated at c.,628,\phi(c) = o(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f628.mp3,3,Φ evaluated at c is the little o notation of g evaluated at c
H evaluated at eta is the little-o notation of h evaluated at eta.,629,h(\eta) = o(h(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f629.mp3,3,H evaluated at eta is the little o notation of H evaluated at eta.
Phi evaluated at z is the little-o notation of g evaluated at z.,630,\phi(z) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f630.mp3,3,Phi evaluated at z is the little o notation of g evaluated at z.
F evaluated at x is the little-o notation of f evaluated at b.,631,f(x) = o(f(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f631.mp3,3,f evaluated at x is the little o notation of f evaluated at b
G evaluated at x is the little-o notation of phi evaluated at x.,632,g(x) = o(\phi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f632.mp3,3,G evaluated at x is the little o notation of phi evaluated at x.
G evaluated at epsilon is the little-o notation of g evaluated at zeta.,633,g(\epsilon) = o(g(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f633.mp3,3,G evaluated at ε is the little o notation of G evaluated at ζ.
G evaluated at x is the little-o notation of f evaluated at x.,634,g(x) = o(f(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f634.mp3,3,G evaluated at x is the little o notation of f evaluated at x.
F evaluated at x is the little-o notation of g evaluated at b.,635,f(x) = o(g(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f635.mp3,3,f evaluated at x is the little o notation of g evaluated at b
F evaluated at c is the little-o notation of f evaluated at delta.,636,f(c) = o(f(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f636.mp3,3,f evaluated at c is the little o notation of f evaluated at delta.
F evaluated at alpha is the little-o notation of g evaluated at z.,637,f(\alpha) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f637.mp3,3,f evaluated at α is the little o notation of g evaluated at z.
H evaluated at y is the little-o notation of psi evaluated at x.,638,h(y) = o(\psi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f638.mp3,3,H evaluated at y is the little o notation of psi evaluated at x.
G evaluated at eta is the little-o notation of g evaluated at y.,639,g(\eta) = o(g(y)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f639.mp3,3,G evaluated at eta is the little o notation of G evaluated at y.
G evaluated at zeta is the little-o notation of f evaluated at a.,640,g(\zeta) = o(f(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f640.mp3,3,G evaluated at zeta is the little o notation of F evaluated at A.
Phi evaluated at delta is the little-o notation of omega evaluated at alpha.,641,\phi(\delta) = o(\omega(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f641.mp3,3,phi evaluated at delta is the little o notation of omega evaluated at alpha.
Psi evaluated at b is the same as Theta evaluated at psi of b.,642,\psi(b) = \Theta(\psi(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f642.mp3,3,Psi evaluated at B is the same as theta evaluated at psi of B.
H evaluated at z is the same as Theta evaluated at h of eta.,643,h(z) = \Theta(h(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f643.mp3,3,H evaluated at z is the same as θ evaluated at h of eta.
